ACI,EGJA,Alderney
CLR,KCLR,Cliff Hatfield Memorial
SMS,FMMS,Saints Marie
CVT,EGBE,Coventry
CAC,SBCA,Cascavel
PTZ,SEPA,Rio Amazonas
LRF,KLRF,Little Rock Afb
KHR,ZMHH,Kharkhorin
CHM,SPEO,Teniente FAP Jaime A. de Montreuil Morales
PZY,LZPP,Piešťany
GZL,KGZL,Stigler Rgnl
NOV,FNHU,Nova Lisboa
PAY,WBKP,Pamol
QAM,LFAY,Amiens-Glisy
FFO,KFFO,Wright-Patterson Afb
DPO,YDPO,Devonport
LHC,SPBC,Caballococha
PWD,KPWD,Sher-Wood
ROU,LBRS,Ruse
CVO,KCVO,Corvallis Muni
KDA,GODK,Kolda North
LEH,LFOH,Le Havre Octeville
WGP,WADW,Waingapu
LTM,SYLT,Lethem
TLS,LFBO,Toulouse-Blagnac
DEP,VADZ,Daparizo
TCE,LRTC,Tulcea
JOI,SBJV,Joinville-Lauro Carneiro de Loyola
AVK,ZMAH,Arvaikheer
MIC,KMIC,Crystal
BLM,KBLM,Monmouth Executive
ROO,SWRD,Rondonopolis
BZC,SBBZ,Umberto Modiano
GDX,UHMM,Sokol
QHA,EBZH,Hasselt
EOZ,SVEZ,Elorza
KNU,VIKA,Kanpur (Chakeri)
SXB,LFST,Strasbourg Entzheim
ZXD,MDSI,San Isidro Air Base
EDE,KEDE,Northeastern Rgnl
KSF,EDVK,Kassel Calden
CAV,FNCZ,Cazombo
LVA,LFOV,Laval Entrammes
OMI,OIAJ,Omidiyeh Air Base
TRW,NGTA,Bonriki Int'l
QZN,DAAZ,Relizane
DEA,OPDG,Dera Ghazi Khan
BBA,SCBA,Balmaceda
YXK,CYXK,Rimouski
KPC,PAPC,Port Clarence Cgs
RDM,KRDM,Roberts Field
OTH,KOTH,Southwest Oregon Rgnl
BLV,KBLV,Scott Afb/Midamerica
ABD,OIAA,Abadan
PEW,OPPS,Peshawar Int'l
LYP,OPFA,Faisalabad Int'l
XRY,LEJR,Jerez
KKC,VTUK,Khon Kaen
GPN,YGPT,Garden Point
MBP,SPBB,Moyobamba
AUT,WPAT,Atauro
DTW,KDTW,Detroit Metro Wayne Co
MYA,YMRY,Moruya
HWN,FVWN,Hwange National Park
QTB,SBTX,Tubarao
CSF,LFPC,Creil
RRT,KRRT,Warroad Intl Memorial
RGS,LEBG,Burgos
GWR,KGWR,Gwinner-Roger Arpt
CBT,FNCT,Catumbela
GAF,KGAF,Hutson Field
AMC,FTTN,Am-Timan
JRS,LLJR,Atarot (Jerusalem Int'l)
TIO,VYHN,Tilin
GHA,DAUG,Noumerate
DTL,KDTL,Detroit Lakes
PTO,SSPB,Pato Branco
XMC,YMCO,Mallacoota
EYW,KEYW,Key West Intl
CVJ,MMCB,General Mariano Matamoros
PLW,WAML,Mutiara
HNH,PAOH,Hoonah
PUD,SAWD,Puerto Deseado
TUR,SBTU,Tucurui
BRC,SAZS,San Carlos de Bariloche Int'l
UVL,HENV,New Valley
RIM,SPLN,San Nicolas
FNI,LFTW,Nimes
ISC,EGHE,St. Mary's
TSX,WRLT,Santan
RYN,KRYN,Ryan Field
NOC,EIKN,Knock Int'l
ZSS,DISS,Sassandra
MXO,KMXO,Monticello Rgnl
IAM,DAUZ,In Amenas
KAL,PAKV,Kaltag
IXY,VAKE,Kandla (Gandhidham)
TUV,SVTC,Tucupita
LOM,KLOM,Wings Field
OQW,KOQW,Maquoketa Muni
PQQ,YPMQ,Port Macquarie
KFE,YFDF,Dave Forest
SEP,KSEP,Stephenville Clark Rgnl
SMU,PASP,Sheep Mountain
CAN,ZGGG,Guangzhou Baiyun Int'l
AOC,KAOC,Arco-Butte County
ADH,UEAA,Aldan
PYX,KPYX,Perryton Ochiltree County
RWI,KRWI,Rocky Mount-Wilson Rgnl
IQT,SPQT,Coronel FAP Francisco Secada Vignetta
AUS,KAUS,Austin-Bergstrom Intl
CAG,KCAG,Craig-Moffat
MNK,NGMA,Maiana
LSS,TFFS,Les Saintes
MEC,SEMT,Eloy Alfaro Int'l
EPL,LFSG,Epinal Mirecourt
SNL,KSNL,Shawnee Rgnl
YOT,LLYT,Yotvata Airfield
CTL,YBCV,Charleville
BLP,SPBL,Huallaga
NTE,LFRS,Nantes Atlantique
TXN,ZSTX,Huangshan Tunxi Int'l
AYQ,YAYE,Ayers Rock
FOE,KFOE,Forbes Field
AGO,KAGO,Magnolia Muni
SNW,VYTD,Thandwe
HAV,MUHA,Jose Marti Int'l
MNF,KMNF,Mountain View
QCY,EGXC,RAF Coningsby
NOA,YSNW,HMAS Albatross
UBP,VTUU,Ubon Ratchathani
RUR,NTAR,Rurutu
OSU,KOSU,Ohio State University
TTG,SAST,General Enrique Mosconi
PLQ,EYPA,Palanga Int'l
MGN,SKMG,Baracoa
AAF,KAAF,Apalachicola Regional
BMM,FOOB,Bitam
UTG,FXQG,Quthing
MSY,KMSY,New Orleans Intl
SVE,KSVE,Susanville Muni
IOS,SBIL,Ilheus Jorge Amado
PCM,KPCM,Plant City
ROK,YBRK,Rockhampton
LBF,KLBF,N Platte Rgnl Arpt
GIC,KGIC,Idaho County
HEZ,KHEZ,Hardy-Anders Fld
CKG,ZUCK,Chongqing Jiangbei Int'l
LBJ,WRKO,Komodo
NXF,KNXF,Mcolf Camp Pendleton (Red Beach)
HII,KHII,Lake Havasu City
LTQ,LFAT,Le Touquet
RRG,FIMR,Rodrigues Island (Plaine Corail)
FLR,LIRQ,Amerigo Vespucci (Florence)
SAW,LTFJ,Istanbul Sabiha Gokcen Int'l
OVL,SCOV,Ovalle Tuqui
BJB,OIMN,Bojnourd
GNA,UMMG,Hrodna
BKQ,YBCK,Blackall
KLC,GOOK,Kaolack
RJA,VORY,Rajahmundry
ENS,EHTW,Enschede Twente
GSH,KGSH,Goshen Muni
TOM,GATB,Tombouctou
XBQ,LFOQ,Blois Le Breuil
CMN,GMMN,Mohammed V Int'l
MXW,ZMMG,Mandalgovi
DIL,WPDL,Presidente Nicolau Lobato Int'l (Comoro Int'l)
MRJ,KMRJ,Iowa County
ILG,KILG,New Castle
NAI,SYAN,Annai
CLQ,MMIA,Lic. Miguel de la Madrid
AEP,SABE,Jorge Newbery
ZSW,CZSW,Prince Rupert/Seal Cove Water
SRP,ENSO,Stord\, Sorstokken
KGU,WBKG,Keningau
SCY,SEST,San Cristobal
UAM,PGUA,Andersen Afb
ACE,GCRR,Arrecife (Lanzarote)
NCH,HTNA,Nachingwea
XMY,YYMI,Yam Island
CES,YCNK,Cessnock
MGU,VYMN,Manaung
SAH,OYSN,Sana'a Int'l
PYM,KPYM,Plymouth Muni
RUP,VERU,Rupsi
ANJ,KANJ,Sault Ste Marie Muni
YEE,CYEE,Midland/Huronia
LSL,MRLC,Los Chiles
RFA,FEGR,Rafai
CYW,KCYW,Clay Center Muni
MYL,KMYL,Mc Call Muni
DGP,EVDA,Daugavpils
PNS,KPNS,Pensacola Gulf Coast Rgnl
PRM,LPPM,Portimao
NSI,KNSI,San Nicolas Island Nolf
PHH,VVPT,Phan Thiet
BYC,SLYA,Yacuiba
QPS,SBYS,Campo Fontenelle
MEK,GMFM,Bassatine
STJ,KSTJ,Rosecrans Memorial
XEP,LFSW,Epernay Plivot
IRO,FEFI,Birao
XMG,VNMN,Mahendranagar
XAN,LFOF,Alencon Valframbert
BFM,KBFM,Mobile Downtown
LXR,HELX,Luxor Int'l
NDY,KNDY,Dahlgren Naval Arpt
TNC,PATC,Tin City Lrrs
VJI,KVJI,Virginia Highlands
DGR,NZDA,Dargaville Aerodrome
YKA,CYKA,Kamloops
9K2,PFKK,Kokhanok
MEY,KMEY,Whiting Memorial 
BMV,VVBM,Buon Ma Thuot
ZHA,ZGZJ,Zhanjiang
FKA,KFKA,Fillmore County
APK,NTGD,Apataki
EKN,KEKN,Elkins-Randolph Co
NFD,KNFD,Summerdale Nolf
DRN,YDBI,Dirranbandi
YDG,CYID,Digby
FLN,SBFL,Hercilio Luz Int'l
QRM,YNRM,Narromine
UZU,SATU,Curuzu Cuatia
BLZ,FWCL,Chileka Int'l
VIE,LOWW,Vienna Int'l (Schwechat)
GAF,DTTF,Gafsa-Ksar Int'l
TST,VTST,Trang
POF,KPOF,Poplar Bluff Muni
BLJ,DABT,Batna
BAQ,SKBQ,Ernesto Cortissoz Int'l
LSP,MRLP,Las Piedras
PMS,OSPR,Palmyra
HGS,GFHA,Hastings
VEL,KVEL,Vernal Rgnl
YQL,CYQL,Lethbridge County (Lethbridge)
QTJ,LFOR,Chartres Champhol
KAT,NZKT,Kaitaia
MRD,SVMD,Alberto Carnevalli
CTY,KCTY,Cross City
WWD,KWWD,Cape May County
BEW,FQBR,Beira
MTI,GVMT,Mosteiros
MZH,LTAP,Amasya Merzifon Airport
MGA,MNMG,Managua Int'l (Augusto Cesar Sandino Int'l)
YPE,CYPE,Peace River
KXE,FAKD,Klerksdorp
KPO,RKTH,Pohang
FMH,KFMH,Cape Cod Coast Guard Air Station
PGH,VIPT,Pant Nagar (Pantnagar)
VLL,KVLL,Oakland/Troy
IKE,BGIA,Ikerasak Heliport
NLC,KNLC,Lemoore Nas (Reeves Fld)
PSG,PAPG,Petersburg Airport
IPH,WMKI,Sultan Azlan Shah
DRS,EDDC,Dresden Klotzsche
MDC,WAMM,Sam Ratulangi Int'l
DMO,KDMO,Sedalia Rgnl
XMS,SEMC,Macas
INJ,YINJ,Injune
BOZ,FEGZ,Bozoum
ESH,EGKA,Shoreham
KHN,ZSCN,Nanchang Changbei Int'l
OGN,ROYN,Yonaguni
HDE,KHDE,Brewster Field
WEI,YBWP,Weipa
FAF,KFAF,Felker Aaf
INT,KINT,Smith Reynolds
OYM,KOYM,St Marys Muni
CIC,KCIC,Chico Muni
IFA,KIFA,Iowa Falls Muni
SQR,WAAS,Soroako
XSI,CZSN,South Indian Lake
URM,SVUM,Uriman
PKM,YPAM,Palm Island
OTZ,PAOT,Ralph Wien Memorial
BCL,MRBC,Barra del Colorado
LCQ,KLCQ,Lake City Gateway
ULD,FAUL,Ulundi
ZVA,FMMN,Miandrivazo
RFN,BIRG,Raufarhofn
NWA,FMCI,Moheli Bandar Es Eslam
FLV,KFLV,Sherman Aaf
BXD,WAKE,Bade
AUH,OMAA,Abu Dhabi Int'l
BFV,VTUO,Buriram
WVK,FMSK,Manakara
FWS,KFWS,Fort Worth Spinks
OIN,KOIN,Oberlin Muni
KLR,ESMQ,Kalmar
DME,UUDD,Domodedovo Int'l
RIL,KRIL,Garfield County Rgnl
XSB,LFEO,Saint-Servan
GDE,HAGO,Gode (military)
DLC,ZYTL,Dalian Zhoushuizi Int'l
LDK,ESGL,Lidkoping
VLI,NVVV,Bauerfield Int'l
OMS,UNOO,Tsentralny
ANM,FMNH,Antsirabato
LPQ,VLLB,Luang Prabang Int'l
KWT,PFKW,Kwethluk
ASF,URWA,Astrakhan
LYG,ZSLG,Lianyungang
GYS,ZUGU,Guang Yuan Airport
NRA,YNAR,Narrandera
DVO,KDVO,Gnoss Field
DZO,SUDU,Santa Bernardina Int'l
GPO,SAZG,General Pico
LBV,FOOL,Leon M'Ba Int'l
PJM,MRPJ,Puerto Jimenez
CWB,SBCT,Afonso Pena Int'l
DHR,EHKD,De Kooy
CCN,OACC,Chaghcharan
OXB,KOXB,Ocean City Muni
APZ,SAHZ,Zapala
VCV,KVCV,So California Logistics
BCR,SWNK,Novo Campo
HRE,FVHA,Harare Int'l
YBC,CYBC,Baie-Comeau
DJA,DBBD,Djougou
TMX,DAUT,Timimoun
BTY,KBTY,Beatty
YWK,CYWK,Wabush
CLP,PFCL,Clarks Point
CKT,OIMC,Sarakhs
LJG,ZPLJ,Lijiang
MVL,KMVL,Morrisville-Stowe State
CVN,KCVN,Clovis Muni
LIS,LPPT,Lisbon / Lisboa\,Portela (Lisbon)
JYL,KJYL,Plantation Arpk
WBQ,PAWB,Beaver
AGA,GMAD,Al Massira (Inezgane)
SRE,KSRE,Seminole Muni
BEN,HLLB,Benina Int'l
ZFA,CZFA,Faro (Yukon)
TIB,SKIU,Tibú
BFS,EGAA,Belfast Int'l
SAW,KSAW,Sawyer Intl
YIH,ZHYC,Yichang
SCN,EDDR,Saarbrucken
OUT,FTTS,Bousso
WBM,AYWD,Wapenamanda
MOI,NCMR,Mitiaro (Nukuroa)
FLG,KFLG,Flagstaff Pulliam
KEM,EFKE,Kemi-Tornio
NOM,MRNS,Nosara
BRY,KBRY,Samuels Field
TIM,WABP,Timika
PVB,KPVB,Platteville Muni
MJC,DIMN,Man
ERY,KERY,Luce County
VRC,RPUV,Virac
ACC,DGAA,Kotoka Int'l
BBK,FBKE,Kasane
LRH,LFBH,La Rochelle
CTG,SKCG,Rafael Nunez Int'l
CTC,SANC,Coronel Felipe Varela
ICL,KICL,Schenck Field
STC,KSTC,St Cloud Rgnl
AVO,KAVO,Avon Park Executive
ISE,LTFC,Suleyman Demirel
FRK,FSSF,Fregate Island
DFW,KDFW,Dallas/Fort Worth Intl
ZBM,CZBM,Bromont
OKN,FOGQ,Okondja
HSA,KHSA,Stennis Intl
BIF,KBIF,Biggs Aaf (Fort Bliss)
DLA,FKKD,Douala Int'l
BEB,EGPL,Benbecula
PKK,VYPU,Pakokku
XAR,DFOY,Aribinda
SDT,OPSS,Saidu Sharif
VAU,NFNV,Vatukoula
BCY,HABU,Bulchi
PEK,ZBAA,Beijing Capital Int'l
KLV,LKKV,Karlovy Vary
YQG,CYQG,Windsor
CMB,VCBI,Bandaranaike Int'l
TIR,VOTP,Tirupati
XNO,KXNO,North Af Aux
YQI,CYQI,Yarmouth
YQV,CYQV,Yorkton Municipal
PKO,DBBP,Parakou
MSE,EGMH,Kent Int'l
ERM,SBEX,Erechim
AZE,KAZE,Hazlehurst
5NN,PANO,Nondalton
LEW,KLEW,Auburn/Lewiston Muni
PLH,EGHD,Plymouth City
SZT,MMSC,San Cristobal de las Casas Nat'l
DLM,LTBS,Dalaman
FHZ,NTKH,Fakahina
AFM,PAFM,Ambler
CDH,KCDH,Harrell Field
BND,OIKB,Bandar Abbas Int'l
LIE,FZFA,Libenge
BSU,FZEN,Basankusu
YCP,CYCP,Blue River
SGL,RPLS,Atienza Air Base
TLC,MMTO,Lic. Adolfo Lopez Mateos Int'l
HKS,KHKS,Hawkins Field
GDB,KGDB,Granite Falls Muni
AKO,KAKO,Colorado Plains Rgnl
GMM,FCOG,Gamboma
YCU,ZBYC,Yuncheng
ELY,KELY,Ely Arpt /Yelland Fld/
YLH,CYLH,Lansdowne House
YVQ,CYVQ,Norman Wells
SOY,KSOY,Sioux Center Muni
QNJ,LFLI,Annemasse
CKI,YCKI,Croker Island
FCS,KFCS,Butts Aaf (Fort Carson)
ENY,ZLYA,Yan'an
NOK,SWXV,Nova Xavantina
BEV,LLBS,Be'er Sheva (Teyman)
FOM,FKKM,Nkounja
BST,OABT,Bost
FME,KFME,Tipton
IDL,KIDL,Indianola Muni
SEA,KSEA,Seattle-Tacoma Intl
JZI,KJZI,Charleston Executive
TPU,VNTP,Tikapur
OKM,KOKM,Okmulgee Rgnl
PHI,SNYE,Pinheiro
MYP,UTAM,Mary
VIG,SVVG,Juan Pablo Perez Alfonso
XWS,POLI,Oliktok Long Range Radar Site
JRB,KJRB,Wall St Airport
CCO,SKCI,Carimagua
BBW,KBBW,Broken Bow Muni/Keith Glaze Fld
BMT,KBMT,Beaumont Muni
CZX,ZSCG,Changzhou Benniu
TEA,MHTL,Tela
BRM,SVBM,Jacinto Lara Int'l
UZA,KUZA,Rock Hill Arpt
MXL,MMML,General Rodolfo Sanchez Taboada Int'l
LHA,EDTL,Black Forest
CUZ,SPZO,Subteniente FAP Alejandro Velasco Astete Int'l
UEL,FQQL,Quelimane
KVG,AYKV,Kavieng
TYR,KTYR,Tyler Pounds Rgnl
YHR,CYHR,Chevery
HSS,VIHR,Hissar
TKG,WICT,Radin Inten II (Branti)
SXL,EISG,Sligo
GAJ,RJSC,Yamagata
CIU,KCIU,Chippewa County Intl
IEN,KIEN,Pine Ridge
LGD,KLGD,La Grande/Union County
VPN,BIVO,Vopnafjordur
VOI,GLVA,Voinjama
VAS,LTAR,Sivas
LOV,MMMV,Venustiano Carranza Int'l
YMJ,CYMJ,CFB Moose Jaw (Moose Jaw/Air Vice Marshal C.M. McEwen)
SZZ,EPSC,Szczecin
RBR,SBRB,Rio Branco Int'l(Presidente Medici)
WRZ,VCCW,Weerawila Int'l (New airport)
FNR,PANR,Funter Bay
NGS,KNGS,Santa Rosa Nolf
XTO,YTAM,Taroom
FMY,KFMY,Page Field
OFI,DIOF,Ouango Fitini
CXR,VVCR,Cam Ranh
EFC,KEFC,Belle Fourche Muni
EOK,KEOK,Keokuk Muni
BVH,SBVH,Vilhena
LRO,KLRO,Mt Pleasant Rgnl
SKN,ENSK,Stokmarknes\, Skagen
NQU,SKNQ,Reyes Murillo
DSV,KDSV,Dansville Muni
KHG,ZWSH,Kashgar (Kashi)
YIF,CYIF,Saint-Augustin
SSI,KSSI,Malcolm Mc Kinnon
BIS,KBIS,Bismarck Muni
GNY,LTCH,Sanliurfa Airport
CQM,KCQM,Cook Muni
KLE,FKKH,Kaele
ZLO,MMZO,Playa de Oro Int'l
SPA,KSPA,Spartanburg Dntn Mem
GRX,LEGR,Granada
RJK,LDRI,Rijeka
SMA,LPAZ,Santa Maria
LIH,PHLI,Lihue
LYN,LFLY,Lyon Bron
OBI,KOBI,Woodbine Muni
RGL,SAWG,Piloto Civil Norberto Fernandez Int'l
KKJ,RJFR,New Kitakyushu
TRU,SPRU,Capitan FAP Carlos Martinez de Pinillos
WUU,HSWW,Wau
VIS,KVIS,Visalia Muni
ZAH,OIZH,Zahedan Int'l
YYZ,CYYZ,Toronto Pearson Int'l
CLV,SWKN,Caldas Novas
ORU,SLOR,Oruro
MSN,KMSN,Dane Co Rgnl
COF,KCOF,Patrick Afb
NGV,FNGI,Ondjiva Pereira
INH,FQIN,Inhambane
VIH,KVIH,Rolla National
MBO,KMBO,Bruce Campbell Field
CAY,SOCA,Cayenne-Rochambeau
GLW,KGLW,Glasgow Muni
AHP,PAAP,Port Alexander
CWF,KCWF,Chennault Intl
FLO,KFLO,Florence Rgnl
VCP,SBKP,Viracopos Int'l
IXK,VAKS,Junagadh (Keshod)
AMM,OJAI,Queen Alia Int'l
BAG,RPUB,Loakan
AJU,SBAR,Santa Maria
JOG,WIIJ,Adisucipto Int'l
ZAJ,OAZJ,Zaranj
GBT,OING,Gorgan
SOW,KSOW,Show Low Rgnl
PVW,KPVW,Hale County
MJD,OPMJ,Moenjodaro
FSI,KFSI,Fort Sill Airport
CHT,KCHT,Chillicothe Muni
TTA,KTTA,Raleigh Exec Jetport At Sanford-Lee County
NOW,KNOW,Port Angeles Cgas
LQR,KLQR,Larned-Pawnee County
SDC,KSDC,Williamson-Sodus
RBM,KRBM,Robinson Aaf/Ng
JSY,LGSO,Syros Island National
HOC,KHOC,Highland County
MCC,KMCC,Mc Clellan Airfield
MTL,YMND,Maitland
SQN,WAPN,Sanana
RVR,TJRV,Jose Aponte De La Torre
CHV,LPCH,Chaves
SHM,RJBD,Nanki-Shirahama
TIU,NZTU,Richard Pearse
LSM,WBGD,Long Semado
EDW,KEDW,Edwards Afb
YIB,CYIB,Atikokan Municipal
TNR,FMMI,Ivato Int'l
INF,DATG,In Guezzam
EZ4,CEZ4,Fort Vermilion
CCH,SCCC,Chile Chico
NLD,MMNL,Quetzalcoatl Int'l
DWA,FWDW,Dwanga
INU,YNAU,Nauru Int'l
FEB,VNSR,Sanfebagar
RKD,KRKD,Knox County Rgnl
MJP,YMJM,Manjimup
MHT,KMHT,Manchester
MFE,KMFE,Mc Allen Miller Intl
CUE,SECU,Mariscal Lamar
JBQ,MDJB,La Isabela Int'l
KBS,GFBO,Bo
EMG,FAEM,Empangeni
MZL,SKMZ,La Nubia
SXF,EDDB,Berlin
NDR,GMMW,Nador Int'l
OMC,RPVO,Ormoc
ZBR,OIZC,Konarak
MFI,KMFI,Marshfield Muni
LCM,SACC,La Cumbre
BFN,FABL,Bloemfontein
ILN,KILN,Wilmington Air Park
AMS,EHAM,Amsterdam Schiphol
FDY,KFDY,Findlay
MFG,OPMF,Muzaffarabad
UYL,HSNL,Nyala
MFQ,DRRM,Maradi
CRI,MYCI,Colonial Hill
AJN,FMCV,Ouani
TIF,OETF,Ta’if Regional
NFE,KNFE,Fentress Nalf
MYM,SYMM,Monkey Mountain
KDV,NFKD,Vunisea
GUI,SVGI,Guiria
BPT,KBPT,Jack Brooks Rgnl
CSY,UWKS,Cheboksary
ABB,EGUD,RAF Abingdon
VBG,KVBG,Vandenberg Afb
TML,DGLE,Tamale
OZC,RPMO,Labo(Ozamiz)
UAS,HKSB,Samburu
ORB,KORB,Orr Rgnl
RZA,SAWU,Santa Cruz
IQN,ZLQY,Qingyang
SUB,WARR,Juanda Int'l
YMM,CYMM,Fort McMurray
KEI,WAKP,Kepi
PTD,KPTD,Potsdam Muni/Damon Fld/
HRT,EGXU,RAF Linton-on-ouse
PAK,PHPA,Port Allen
HVA,FMNL,Analalava
COJ,YCBB,Coonabarabran
BBN,WBGZ,Bario
BJD,BIBK,Bakkafjordur
CHY,AGGC,Choiseul Bay
JTR,LGSR,Santorini (Thira) National
HJT,ZMHU,Khujirt
CWA,KCWA,Central Wisconsin
XLS,GOSS,Saint Louis
LJA,FZVA,Lodja
RDU,KRDU,Raleigh-Durham Intl
DAR,HTDA,Dar es Salaam
KST,HSKI,Rabak
ALS,KALS,San Luis Valley Rgnl
HOQ,EDQM,Hof
FEG,UTFF,Fergana
XMW,LFDB,Montauban
GES,RPMR,General Santos Int'l
SJW,ZBSJ,Shijiazhuang Daguocun Int'l
ABX,YMAY,Albury
XCZ,LFQV,Charleville
HAL,FYHI,Halali
HQU,KHQU,Thomson-Mcduffie County
DNX,HSGG,Galegu
TAO,ZSQD,Qingdao Liuting Int'l
WTZ,NZWT,Whitianga Aerodrome
RAW,KRAW,Warsaw Muni
KAW,VYKT,Kawthaung
BKI,WBKK,Kota Kinabalu Int'l
LTN,EGGW,London Luton
PPT,NTAA,Faa'a Int'l
FWN,KFWN,Sussex
YMW,CYMW,Maniwaki
PXM,MMPS,Puerto Escondido Int'l
MZR,OAMS,Mazar
UAH,NTMU,Ua-Huka
DVK,KDVK,Stuart Powell Field
LXS,LGLM,Lemnos Int'l
LCC,LIBN,Lecce (military)
MQN,ENRA,Mo i Rana\, Rossvoll
LNP,KLNP,Lonesome Pine
LNS,KLNS,Lancaster
GSM,OIKQ,Dayrestan
AGC,KAGC,Allegheny County
SYL,KSYL,Roberts Ahp
YBL,CYBL,Campbell River
XAB,LFOI,Abbeville
IRD,VGIS,Ishurdi
ATY,KATY,Watertown Rgnl
VTU,MUVT,Hermanos Ameijeiras
HSD,KHSD,Sundance Airpark
SPP,FNME,Menongue
HRL,KHRL,Valley Intl
SKO,DNSO,Sadiq Abubakar III Int'l
SZL,KSZL,Whiteman Afb
GOK,KGOK,Guthrie-Edmond Rgnl
ORC,SKOE,Orocue
RFD,KRFD,Chicago/Rockford Intl
GAT,LFNA,Gap Tallard
CCV,NVSF,Craig Cove
OKO,RJTY,Yokota Air Base
BRQ,LKTB,Brno-Turany
RYN,LFCY,Royan Medis
TUD,GOTT,Tambacounda
YGM,CYGM,Gimli Industrial Park
MKT,KMKT,Mankato Rgnl
BAC,KBAC,Barnes County Muni
MSX,FCMM,Mossendjo
PKC,UHPP,Yelizovo
WAQ,FMMG,Antsalova
FTG,KFTG,Front Range
YAS,NFSW,Yasawa
SBH,TFFJ,Gustaf III
KRW,UTAK,Turkmenbashi
ZGI,CZGI,Gods River
ANO,FQAG,Angoche
YHD,CYHD,Dryden Regional
EDG,KEDG,Weide Ahp (Aberdeen Proving Ground)
SDL,ESNN,Sundsvall
GCN,KGCN,Grand Canyon Arpt
BEM,FEFL,Bossembele
NLO,FZAB,N'Dolo
NVD,KNVD,Nevada Muni
BTR,KBTR,Baton Rouge Metro
VII,VVVH,Vinh
YRM,CYRM,Rocky Mountain House
RES,SARE,Resistencia Int'l
VNA,VLSV,Saravane
YMA,CYMA,Mayo
SVI,SKSV,Eduardo Falla Solano
YRP,CYRP,Ottawa/Carp (Carp)
GRW,LPGR,Graciosa
HLD,ZBLA,Hailar Dongshan
SOO,ESNY,Soderhamn
MHD,OIMM,Mashhad Int'l (Shahid Hashemi Nejad)
PBX,UUYP,Pechora
QSC,SDSC,Sao Carlos
AIU,NCAT,Enua
AOL,SARL,Paso de los Libres
DUX,KDUX,Moore County
GFL,KGFL,Floyd Bennett Memorial
YRS,CYRS,Red Sucker Lake
AKR,DNAK,Akure
PAN,KPAN,Payson
BTA,KBTA,Blair Muni
GCD,KGCD,Grant Co Rgnl
POX,LFPT,Pontoise Cormeilles
RTW,UWSS,Tsentralny
TEQ,LTBU,Corlu
JUJ,SASJ,Gobernador Horacio Guzman Int'l
GVE,KGVE,Gordonsville Muni
GED,KGED,Sussex County
LKV,KLKV,Lake County
ABI,KABI,Abilene Rgnl
AFI,SKAM,Amalfi
UGO,FNUG,Uige
IQQ,SCDA,Diego Aracena Int'l
LWM,KLWM,Lawrence Muni
AZS,MDCY,Samana El Catey Int'l
RGI,NTTG,Rangiroa
GFF,YGTH,Griffith
DNO,YDLQ,Deniliquin
GTF,KGTF,Great Falls Intl
BCN,LEBL,Barcelona Int'l
COZ,MDCZ,Constanza
RDR,KRDR,Grand Forks Afb
SJV,SLJV,San Javier
VYD,FAVY,Vryheid
ASE,KASE,Aspen-Pitkin County
QUY,EGUY,RAF Wyton
YQK,CYQK,Kenora
CLA,VGCM,Comilla
HTL,KHTL,Roscommon County
NSK,UOOO,Norilsk
GFK,KGFK,Grand Forks Intl
PNI,PTPN,Pohnpei Intl
TNU,KTNU,Newton Muni
SSA,SBSV,Deputado Luis Eduardo Magalhaes Int'l (Dois de Julho)
ONY,KONY,Olney Muni
VNX,FQVL,Vilankulo
LCD,FALM,AFB Makhado\, SAAF
ELQ,OEGS,Gassim Regional
EGV,KEGV,Eagle River Union
NHK,KNHK,Patuxent River Arpt
MCS,SARM,Monte Caseros
XSS,LFJS,Soissons Courmelles
MCN,KMCN,Middle Georgia Rgnl
ULO,ZMUG,Ulaangom
OLM,KOLM,Olympia Rgnl
SFS,RPLB,Subic Bay Int'l
WBD,FMNF,Befandriana Nord
VHN,KVHN,Culberson County
TSC,SETH,Taisha
BLL,EKBI,Billund
ISO,KISO,Kinston Rgnl
MKQ,WAKK,Mopah
FPK,KFPK,Fitch H Beach
DRK,MRDK,Drake Bay
PIL,SGPI,Carlos Miguel Gimenez
IVG,LYBR,Berane
SDB,FASD,Vredenburg
SOJ,ENSR,Sorkjosen
WEH,ZSWH,Dashuipo
MKP,NTGM,Makemo
YXZ,CYXZ,Wawa
APO,SKLC,Antonio Roldan Betancourt
SPU,LDSP,Split
ANE,KANE,Anoka Co-Blaine Arpt
BCM,LRBC,Bacău Int'l
YQD,CYQD,The Pas
NOG,KNOG,Orange Grove Nalf
ELC,YELD,Elcho Island
BFK,KBFK,Buffalo Muni
YPN,CYPN,Port-Menier
YJT,CYJT,Stephenville Int'l
JCT,KJCT,Kimble County
XNU,DFON,Nouna
TUN,DTTA,Tunis-Carthage Int'l
BTS,LZIB,Milan Rastislav Stefanik (Bratislava)
TPH,KTPH,Tonopah
YER,CYER,Fort Severn
COM,KCOM,Coleman Muni
PGR,KPGR,Kirk Field
MHN,KMHN,Hooker County
HAI,KHAI,Three Rivers Muni
BHO,VABP,Bhopal (Bairagarh)
NTG,ZSNT,Nantong Airport
MJL,FOGM,Mouila (City)
IJU,SSIJ,Ijui
BBI,VEBS,Biju Patnaik
LBZ,FNLK,Lucapa
CTI,FNCV,Cuito Cuanavale
KLD,UUEM,Migalovo
